state_abbreviation,state_name,reporting_period,reporting_month,reporting_year,state_expanded_medicaid,preliminary_or_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,applications_for_financial_assistance_submitted_to_the_state_based_marketplace,total_applications_for_financial_assistance_submitted_at_state_level,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_chip_at_application,total_medicaid_and_chip_determinations,medicaid_and_chip_child_enrollment,total_medicaid_and_chip_enrollment,total_medicaid_enrollment,total_chip_enrollment,total_adult_medicaid_enrollment,total_medicaid_and_chip_determinations_processed_in_less_than_24_hours,total_medicaid_and_chip_determinations_processed_between_24_hours_and_7_days,total_medicaid_and_chip_determinations_processed_between_8_days_and_30_days,total_medicaid_and_chip_determinations_processed_between_31_days_and_45_days,total_medicaid_and_chip_determinations_processed_in_more_than_45_days,total_call_center_volume_number_of_calls,average_call_center_wait_time_minutes,average_call_center_abandonment_rate
WA,Washington,202201,2022-01-01,2022,Y,U,Y,74493.0,59559.0,134052.0,31170.0,741.0,31911.0,891274.0,2067073.0,1983344.0,83729.0,,52329.0,3217.0,2310.0,1123.0,1121.0,,,
WA,Washington,202202,2022-02-01,2022,Y,U,Y,66235.0,44050.0,110285.0,25355.0,531.0,25886.0,893303.0,2075361.0,1991229.0,84132.0,,38411.0,2768.0,2031.0,853.0,976.0,,,
WA,Washington,202203,2022-03-01,2022,Y,U,Y,78111.0,47601.0,125712.0,29638.0,646.0,30284.0,893953.0,2081905.0,1997126.0,84779.0,,41151.0,2932.0,2170.0,1037.0,1058.0,,,
WA,Washington,202204,2022-04-01,2022,Y,U,Y,68604.0,48474.0,117078.0,28964.0,654.0,29618.0,896189.0,2093273.0,2017424.0,75849.0,,40820.0,4106.0,2091.0,778.0,835.0,,,
WA,Washington,202205,2022-05-01,2022,Y,U,Y,66229.0,45152.0,111381.0,29228.0,605.0,29833.0,898015.0,2102043.0,2025454.0,76589.0,,38175.0,3779.0,2370.0,680.0,859.0,,,
WA,Washington,202206,2022-06-01,2022,Y,U,Y,68412.0,45489.0,113901.0,28226.0,612.0,28838.0,899750.0,2111135.0,2033707.0,77428.0,,38599.0,3598.0,2030.0,756.0,814.0,,,
WA,Washington,202207,2022-07-01,2022,Y,U,Y,64237.0,43442.0,107679.0,26136.0,542.0,26678.0,901342.0,2120740.0,2043010.0,77730.0,,36987.0,3062.0,2018.0,737.0,848.0,,,
WA,Washington,202208,2022-08-01,2022,Y,U,Y,74552.0,51072.0,125624.0,32123.0,670.0,32793.0,904229.0,2133275.0,2055342.0,77933.0,,43942.0,3565.0,2611.0,623.0,932.0,,,
WA,Washington,202209,2022-09-01,2022,Y,U,Y,71762.0,48104.0,119866.0,30994.0,661.0,31655.0,903873.0,2136869.0,2059500.0,77369.0,,41039.0,3719.0,2532.0,521.0,816.0,,,
WA,Washington,202210,2022-10-01,2022,Y,U,Y,73491.0,42833.0,116324.0,27009.0,545.0,27554.0,905052.0,2145126.0,2068018.0,77108.0,,35565.0,4009.0,2090.0,482.0,864.0,,,
WA,Washington,202211,2022-11-01,2022,Y,U,Y,76679.0,81293.0,157972.0,32801.0,975.0,33776.0,907465.0,2156656.0,2079075.0,77581.0,,77203.0,5318.0,2052.0,615.0,1131.0,,,
WA,Washington,202212,2022-12-01,2022,Y,U,Y,73113.0,83266.0,156379.0,33694.0,1016.0,34710.0,909110.0,2168482.0,2089806.0,78676.0,,73737.0,5753.0,1963.0,929.0,1067.0,,,
WA,Washington,202301,2023-01-01,2023,Y,U,Y,82321.0,62773.0,145094.0,31834.0,759.0,32593.0,909641.0,2175302.0,2095795.0,79507.0,,54255.0,4757.0,1813.0,880.0,1509.0,,,
WA,Washington,202302,2023-02-01,2023,Y,U,Y,69103.0,47620.0,116723.0,28598.0,528.0,29126.0,910611.0,2181631.0,2102022.0,79609.0,,41228.0,3165.0,1747.0,843.0,1507.0,,,
WA,Washington,202303,2023-03-01,2023,Y,U,Y,78192.0,54401.0,132593.0,33136.0,611.0,33747.0,912603.0,2192395.0,2112292.0,80103.0,,46826.0,4137.0,2631.0,702.0,1407.0,55729.0,2.0,0.038
WA,Washington,202304,2023-04-01,2023,Y,U,Y,66579.0,45895.0,112474.0,25744.0,480.0,26224.0,911748.0,2197036.0,2131825.0,65211.0,,38882.0,3061.0,1904.0,653.0,701.0,39302.0,1.0,0.04
WA,Washington,202305,2023-05-01,2023,Y,U,Y,75919.0,51394.0,127313.0,29112.0,506.0,29618.0,912828.0,2197395.0,2131955.0,65440.0,,44037.0,4152.0,2037.0,732.0,993.0,45998.0,0.0,0.04
WA,Washington,202306,2023-06-01,2023,Y,U,Y,76360.0,54917.0,131277.0,32418.0,733.0,33151.0,899612.0,2120379.0,2056457.0,63922.0,,46722.0,3663.0,2163.0,795.0,1276.0,48229.0,3.0,0.056
WA,Washington,202307,2023-07-01,2023,Y,U,Y,74061.0,63981.0,138042.0,34461.0,760.0,35221.0,890269.0,2048891.0,1985487.0,63404.0,,54530.0,3795.0,2220.0,1013.0,1583.0,48096.0,0.0,0.06
WA,Washington,202308,2023-08-01,2023,Y,U,Y,81951.0,71660.0,153611.0,40507.0,1021.0,41528.0,881079.0,1981947.0,1920191.0,61756.0,,57708.0,8307.0,2632.0,1153.0,1932.0,56994.0,1.0,0.06
WA,Washington,202309,2023-09-01,2023,Y,U,Y,77115.0,67745.0,144860.0,38590.0,1051.0,39641.0,877388.0,1965131.0,1906199.0,58932.0,,58827.0,4005.0,2363.0,810.0,2347.0,51112.0,1.0,0.055
WA,Washington,202310,2023-10-01,2023,Y,U,Y,84233.0,69015.0,153248.0,39058.0,1058.0,40116.0,870345.0,1950163.0,1897577.0,52586.0,,59209.0,4694.0,2414.0,749.0,2594.0,54527.0,1.0,0.058
WA,Washington,202311,2023-11-01,2023,Y,U,Y,80888.0,120523.0,201411.0,42797.0,1618.0,44415.0,869401.0,1943274.0,1889917.0,53357.0,,107065.0,6708.0,2868.0,865.0,1878.0,55019.0,1.0,0.11
WA,Washington,202312,2023-12-01,2023,Y,U,Y,75421.0,120457.0,195878.0,44057.0,1769.0,45826.0,865799.0,1928423.0,1874866.0,53557.0,,106838.0,7301.0,2870.0,646.0,2423.0,53452.0,1.0,0.11
WA,Washington,202401,2024-01-01,2024,Y,U,Y,89916.0,102980.0,192896.0,46652.0,1751.0,48403.0,862674.0,1912013.0,1857870.0,54143.0,,88822.0,6402.0,3419.0,908.0,2444.0,68546.0,1.0,0.142
WA,Washington,202402,2024-02-01,2024,Y,U,Y,78843.0,77407.0,156250.0,40848.0,1431.0,42279.0,859923.0,1892693.0,1838369.0,54324.0,,66152.0,4727.0,2962.0,1083.0,2867.0,62800.0,1.0,0.13
WA,Washington,202403,2024-03-01,2024,Y,U,Y,80572.0,82917.0,163489.0,43340.0,1646.0,44986.0,857043.0,1874182.0,1819294.0,54888.0,,70128.0,5644.0,2989.0,1222.0,3487.0,61926.0,1.0,0.124
WA,Washington,202404,2024-04-01,2024,Y,U,Y,83770.0,82630.0,166400.0,43736.0,1588.0,45324.0,852723.0,1872181.0,1822397.0,49784.0,,70462.0,5210.0,3037.0,1161.0,2492.0,63321.0,1.0,0.125
WA,Washington,202405,2024-05-01,2024,Y,U,Y,81768.0,82021.0,163789.0,43309.0,1976.0,45285.0,846170.0,1858058.0,1807508.0,50550.0,,68926.0,5257.0,3211.0,1426.0,3153.0,60014.0,1.0,0.11
WA,Washington,202406,2024-06-01,2024,Y,U,Y,75634.0,101354.0,176988.0,50685.0,2015.0,52700.0,840263.0,1845081.0,1793822.0,51259.0,,85699.0,6472.0,3246.0,1017.0,2329.0,52914.0,1.0,0.11
WA,Washington,202407,2024-07-01,2024,Y,U,Y,84307.0,81133.0,165440.0,43671.0,1953.0,45624.0,840968.0,1844244.0,1790895.0,53349.0,1003276.0,68273.0,5613.0,3748.0,1120.0,4464.0,54988.0,1.0,0.11
WA,Washington,202408,2024-08-01,2024,Y,U,Y,83188.0,84602.0,167790.0,44445.0,1987.0,46432.0,841021.0,1839143.0,1784074.0,55069.0,998122.0,70236.0,6177.0,3588.0,1399.0,3499.0,56256.0,1.0,0.08
WA,Washington,202409,2024-09-01,2024,Y,U,Y,81190.0,83192.0,164382.0,43578.0,1813.0,45391.0,841011.0,1837072.0,1780512.0,56560.0,996061.0,69212.0,5689.0,3492.0,1272.0,2767.0,55880.0,1.0,0.11
WA,Washington,202410,2024-10-01,2024,Y,U,Y,89109.0,101941.0,191050.0,49255.0,1889.0,51144.0,843038.0,1842404.0,1784761.0,57643.0,999366.0,87121.0,6633.0,3770.0,1281.0,3519.0,58408.0,1.0,0.1
WA,Washington,202411,2024-11-01,2024,Y,U,Y,79370.0,122448.0,201818.0,44294.0,2113.0,46407.0,842991.0,1841669.0,1782577.0,59092.0,998678.0,105728.0,6718.0,3198.0,969.0,2836.0,53584.0,1.0,0.12
WA,Washington,202412,2024-12-01,2024,Y,U,Y,82114.0,129942.0,212056.0,45683.0,2584.0,48267.0,842999.0,1842227.0,1781871.0,60356.0,999228.0,112648.0,8814.0,3606.0,1355.0,3291.0,66340.0,1.0,0.132
WA,Washington,202501,2025-01-01,2025,Y,U,Y,88835.0,117565.0,206400.0,49957.0,2174.0,52131.0,841706.0,1840117.0,1778763.0,61354.0,998411.0,101655.0,6818.0,3821.0,1581.0,3753.0,76009.0,1.0,0.184
WA,Washington,202502,2025-02-01,2025,Y,U,Y,70698.0,77750.0,148448.0,37516.0,1495.0,39011.0,838638.0,1830502.0,1769021.0,61481.0,991864.0,65622.0,4759.0,3150.0,1015.0,2900.0,63107.0,1.0,0.2
WA,Washington,202503,2025-03-01,2025,Y,U,Y,75018.0,83308.0,158326.0,41290.0,1721.0,43011.0,837465.0,1826997.0,1764731.0,62266.0,989532.0,69967.0,5171.0,3076.0,1047.0,3730.0,69495.0,1.0,0.22
WA,Washington,202504,2025-04-01,2025,Y,U,Y,75949.0,90955.0,166904.0,42340.0,1866.0,44206.0,835760.0,1821905.0,1763606.0,58299.0,986145.0,77758.0,5342.0,3217.0,1201.0,3994.0,67133.0,1.0,0.23
WA,Washington,202505,2025-05-01,2025,Y,U,Y,72694.0,84096.0,156790.0,40965.0,1872.0,42837.0,830828.0,1807787.0,1748509.0,59278.0,976959.0,70217.0,4936.0,3296.0,999.0,3338.0,65269.0,1.0,0.212
WA,Washington,202506,2025-06-01,2025,Y,U,Y,70495.0,117120.0,187615.0,40666.0,1909.0,42575.0,827383.0,1798235.0,1738190.0,60045.0,970852.0,102206.0,4975.0,3400.0,899.0,3486.0,62722.0,1.0,0.212
WA,Washington,202507,2025-07-01,2025,Y,U,Y,74034.0,80982.0,155016.0,41683.0,1827.0,43510.0,827591.0,1799915.0,1738846.0,61069.0,972324.0,65715.0,6456.0,3614.0,1127.0,4800.0,67601.0,1.0,0.219
WA,Washington,202508,2025-08-01,2025,Y,U,Y,70287.0,77657.0,147944.0,41190.0,2024.0,43214.0,825715.0,1793685.0,1731787.0,61898.0,967970.0,63792.0,5081.0,3278.0,1108.0,8361.0,60585.0,1.0,0.202
WA,Washington,202509,2025-09-01,2025,Y,U,Y,76396.0,86190.0,162586.0,42547.0,1966.0,44513.0,825234.0,1793406.0,1730508.0,62898.0,968172.0,72164.0,5296.0,5413.0,3406.0,3876.0,61999.0,1.0,0.228
WA,Washington,202510,2025-10-01,2025,Y,U,Y,76521.0,78436.0,154957.0,39911.0,1795.0,41706.0,823888.0,1792490.0,1729143.0,63347.0,968602.0,64902.0,5785.0,5654.0,1238.0,1734.0,60985.0,1.0,0.136
WA,Washington,202511,2025-11-01,2025,Y,U,Y,59164.0,117079.0,176243.0,37584.0,1931.0,39515.0,820983.0,1786767.0,1722640.0,64127.0,965784.0,99702.0,7342.0,3226.0,1617.0,1042.0,52383.0,1.0,0.188
WA,Washington,202512,2025-12-01,2025,Y,U,Y,83126.0,126130.0,209256.0,43515.0,2156.0,45671.0,821301.0,1791758.0,1726702.0,65056.0,970457.0,109477.0,7038.0,4226.0,1377.0,3429.0,64075.0,1.0,0.17
WA,Washington,202601,2026-01-01,2026,Y,U,Y,79159.0,109739.0,188898.0,43402.0,1962.0,45364.0,820862.0,1793264.0,1727597.0,65667.0,972402.0,92506.0,7078.0,3847.0,1197.0,3317.0,64515.0,1.0,0.24
WA,Washington,202602,2026-02-01,2026,Y,P,N,68524.0,79993.0,148517.0,37190.0,1616.0,38806.0,816314.0,1784702.0,1718979.0,65723.0,968388.0,66754.0,4851.0,3476.0,1008.0,4277.0,61028.0,1.0,0.24
WI,Wisconsin,201901,2019-01-01,2019,N,U,Y,24145.0,0.0,24145.0,20365.0,1589.0,21954.0,501013.0,1021451.0,950778.0,70673.0,,,,,,,,,
WI,Wisconsin,201902,2019-02-01,2019,N,U,Y,21945.0,0.0,21945.0,16293.0,1074.0,17367.0,505919.0,1033735.0,962566.0,71169.0,,6861.0,2735.0,5866.0,1830.0,136.0,,,
WI,Wisconsin,201903,2019-03-01,2019,N,U,Y,23804.0,0.0,23804.0,17498.0,1055.0,18553.0,502469.0,1028591.0,961553.0,67038.0,,7535.0,2956.0,6260.0,1512.0,80.0,,,
WI,Wisconsin,201904,2019-04-01,2019,N,U,Y,24487.0,0.0,24487.0,18693.0,1118.0,19811.0,506642.0,1038232.0,969497.0,68735.0,,7997.0,3009.0,6227.0,1896.0,99.0,,,
WI,Wisconsin,201905,2019-05-01,2019,N,U,Y,23781.0,0.0,23781.0,17775.0,1092.0,18867.0,507620.0,1040023.0,971083.0,68940.0,,,,,,,,,
WI,Wisconsin,201906,2019-06-01,2019,N,U,Y,22657.0,0.0,22657.0,16534.0,922.0,17456.0,507376.0,1040697.0,971860.0,68837.0,,,,,,,,,
WI,Wisconsin,201907,2019-07-01,2019,N,U,Y,24866.0,0.0,24866.0,18614.0,1014.0,19628.0,506943.0,1040306.0,971561.0,68745.0,,,,,,,,,
WI,Wisconsin,201908,2019-08-01,2019,N,U,Y,25595.0,0.0,25595.0,18194.0,1040.0,19234.0,507858.0,1043194.0,974545.0,68649.0,,,,,,,,,
WI,Wisconsin,201909,2019-09-01,2019,N,U,Y,24038.0,0.0,24038.0,17527.0,1151.0,18678.0,507885.0,1046849.0,978071.0,68778.0,,,,,,,,,
WI,Wisconsin,201910,2019-10-01,2019,N,U,Y,25831.0,0.0,25831.0,18982.0,1194.0,20176.0,506598.0,1045935.0,976917.0,69018.0,,,,,,,,,
WI,Wisconsin,201911,2019-11-01,2019,N,U,Y,23088.0,0.0,23088.0,17196.0,1341.0,18537.0,505885.0,1045874.0,976254.0,69620.0,,,,,,,,,
WI,Wisconsin,201912,2019-12-01,2019,N,U,Y,23169.0,0.0,23169.0,20690.0,2003.0,22693.0,505082.0,1046309.0,976010.0,70299.0,,,,,,,,,
WI,Wisconsin,202001,2020-01-01,2020,N,U,Y,27293.0,0.0,27293.0,21360.0,1771.0,23131.0,505549.0,1048524.0,977633.0,70891.0,,,,,,,,,
WI,Wisconsin,202002,2020-02-01,2020,N,U,Y,22410.0,0.0,22410.0,16474.0,1125.0,17599.0,506220.0,1050981.0,980183.0,70798.0,,6557.0,2794.0,7025.0,1907.0,189.0,,,
WI,Wisconsin,202003,2020-03-01,2020,N,U,Y,25945.0,0.0,25945.0,19372.0,964.0,20336.0,506662.0,1054843.0,986030.0,68813.0,,7757.0,3849.0,6782.0,2164.0,102.0,,,
WI,Wisconsin,202004,2020-04-01,2020,N,U,Y,27054.0,0.0,27054.0,30259.0,1761.0,32020.0,515288.0,1080213.0,1009912.0,70301.0,,12353.0,5441.0,8027.0,1809.0,154.0,,,
WI,Wisconsin,202005,2020-05-01,2020,N,U,Y,18309.0,0.0,18309.0,18914.0,1340.0,20254.0,520907.0,1097910.0,1029995.0,67915.0,,,,,,,,,
WI,Wisconsin,202006,2020-06-01,2020,N,U,Y,18947.0,0.0,18947.0,16148.0,1151.0,17299.0,528763.0,1119126.0,1050926.0,68200.0,,,,,,,,,
WI,Wisconsin,202007,2020-07-01,2020,N,U,Y,19485.0,0.0,19485.0,17070.0,1147.0,18217.0,535896.0,1137130.0,1067704.0,69426.0,,,,,,,,,
WI,Wisconsin,202008,2020-08-01,2020,N,U,Y,20107.0,0.0,20107.0,13309.0,947.0,14256.0,540771.0,1150453.0,1080750.0,69703.0,,,,,,,,,
WI,Wisconsin,202009,2020-09-01,2020,N,U,Y,18560.0,0.0,18560.0,15951.0,1078.0,17029.0,548384.0,1170926.0,1099924.0,71002.0,,,,,,,,,
WI,Wisconsin,202010,2020-10-01,2020,N,U,Y,18679.0,0.0,18679.0,15672.0,1103.0,16775.0,553500.0,1185943.0,1114022.0,71921.0,,,,,,,,,
WI,Wisconsin,202011,2020-11-01,2020,N,U,Y,17654.0,0.0,17654.0,16537.0,1909.0,18446.0,558961.0,1202957.0,1129574.0,73383.0,,,,,,,,,
WI,Wisconsin,202012,2020-12-01,2020,N,U,Y,17607.0,0.0,17607.0,20074.0,2879.0,22953.0,564845.0,1219693.0,1144816.0,74877.0,,,,,,,,,
WI,Wisconsin,202101,2021-01-01,2021,N,U,Y,16945.0,0.0,16945.0,15964.0,1850.0,17814.0,569294.0,1231882.0,1156306.0,75576.0,,,,,,,,,
WI,Wisconsin,202102,2021-02-01,2021,N,U,Y,15185.0,0.0,15185.0,12379.0,865.0,13244.0,573079.0,1242573.0,1166382.0,76191.0,,7851.0,2476.0,1898.0,566.0,155.0,,,
WI,Wisconsin,202103,2021-03-01,2021,N,U,Y,15405.0,0.0,15405.0,12596.0,1036.0,13632.0,577159.0,1253303.0,1177893.0,75410.0,,7859.0,2697.0,2221.0,707.0,127.0,,,
WI,Wisconsin,202104,2021-04-01,2021,N,U,Y,13901.0,0.0,13901.0,11897.0,1381.0,13278.0,581186.0,1263979.0,1188076.0,75903.0,,8185.0,2862.0,2297.0,652.0,84.0,,,
WI,Wisconsin,202105,2021-05-01,2021,N,U,Y,13032.0,0.0,13032.0,10869.0,1084.0,11953.0,586715.0,1275491.0,1197096.0,78395.0,,,,,,,,,
WI,Wisconsin,202106,2021-06-01,2021,N,U,Y,14052.0,0.0,14052.0,11100.0,904.0,12004.0,588489.0,1283313.0,1206130.0,77183.0,,,,,,,,,
WI,Wisconsin,202107,2021-07-01,2021,N,U,Y,13666.0,0.0,13666.0,9991.0,838.0,10829.0,592104.0,1292431.0,1214661.0,77770.0,,,,,,,,,
WI,Wisconsin,202108,2021-08-01,2021,N,U,Y,15306.0,0.0,15306.0,10143.0,718.0,10861.0,595842.0,1301781.0,1223456.0,78325.0,,,,,,,,,
WI,Wisconsin,202109,2021-09-01,2021,N,U,Y,14505.0,0.0,14505.0,10158.0,689.0,10847.0,599159.0,1309805.0,1230872.0,78933.0,,,,,,,,,
WI,Wisconsin,202110,2021-10-01,2021,N,U,Y,14622.0,0.0,14622.0,9917.0,562.0,10479.0,601942.0,1316781.0,1236517.0,80264.0,,,,,,,,,
WI,Wisconsin,202111,2021-11-01,2021,N,U,Y,15224.0,0.0,15224.0,11167.0,936.0,12103.0,604606.0,1324484.0,1242488.0,81996.0,,,,,,,,,
WI,Wisconsin,202112,2021-12-01,2021,N,U,Y,14240.0,0.0,14240.0,12990.0,1570.0,14560.0,607484.0,1332720.0,1249523.0,83197.0,,,,,,,,,
WI,Wisconsin,202201,2022-01-01,2022,N,U,Y,15645.0,0.0,15645.0,13244.0,1402.0,14646.0,606383.0,1332959.0,1249014.0,83945.0,,3809.0,3281.0,7770.0,3893.0,264.0,,,
WI,Wisconsin,202202,2022-02-01,2022,N,U,Y,13285.0,0.0,13285.0,10143.0,732.0,10875.0,612916.0,1347261.0,1262428.0,84833.0,,4133.0,2051.0,4413.0,2085.0,233.0,,,
WI,Wisconsin,202203,2022-03-01,2022,N,U,Y,15098.0,0.0,15098.0,10384.0,637.0,11021.0,614623.0,1351678.0,1271167.0,80511.0,,4924.0,2244.0,3897.0,1097.0,88.0,,,
WI,Wisconsin,202204,2022-04-01,2022,N,U,Y,13500.0,0.0,13500.0,9192.0,587.0,9779.0,618303.0,1361016.0,1279724.0,81292.0,,4351.0,2003.0,3264.0,1021.0,54.0,,,
WI,Wisconsin,202205,2022-05-01,2022,N,U,Y,13266.0,0.0,13266.0,8804.0,611.0,9415.0,621280.0,1368028.0,1286046.0,81982.0,,4215.0,1860.0,3053.0,1114.0,53.0,,,
WI,Wisconsin,202206,2022-06-01,2022,N,U,Y,14202.0,0.0,14202.0,9706.0,663.0,10369.0,624205.0,1375619.0,1293025.0,82594.0,,4219.0,2275.0,3480.0,943.0,34.0,,,
WI,Wisconsin,202207,2022-07-01,2022,N,U,Y,14204.0,0.0,14204.0,9386.0,596.0,9982.0,626438.0,1380418.0,1297229.0,83189.0,,4099.0,2132.0,3381.0,1072.0,43.0,,,
WI,Wisconsin,202208,2022-08-01,2022,N,U,Y,16006.0,0.0,16006.0,11149.0,787.0,11936.0,630899.0,1391275.0,1307269.0,84006.0,,4694.0,2478.0,3809.0,1332.0,56.0,,,
WI,Wisconsin,202209,2022-09-01,2022,N,U,Y,14501.0,0.0,14501.0,9976.0,730.0,10706.0,633553.0,1397860.0,1313174.0,84686.0,,4261.0,2330.0,3840.0,1216.0,52.0,,,
WI,Wisconsin,202210,2022-10-01,2022,N,U,Y,14177.0,0.0,14177.0,9548.0,755.0,10303.0,636564.0,1406430.0,1321169.0,85261.0,,4136.0,2290.0,3442.0,1308.0,53.0,,,
WI,Wisconsin,202211,2022-11-01,2022,N,U,Y,14299.0,0.0,14299.0,10304.0,954.0,11258.0,639533.0,1414029.0,1327894.0,86135.0,,4863.0,3676.0,4238.0,1173.0,33.0,,,
WI,Wisconsin,202212,2022-12-01,2022,N,U,Y,13204.0,0.0,13204.0,12592.0,1599.0,14191.0,642440.0,1421699.0,1334784.0,86915.0,,4739.0,4259.0,8288.0,2353.0,117.0,,,
WI,Wisconsin,202301,2023-01-01,2023,N,U,Y,15329.0,0.0,15329.0,11448.0,1258.0,12706.0,645807.0,1430020.0,1341922.0,88098.0,,4516.0,2978.0,6261.0,3069.0,131.0,,,
WI,Wisconsin,202302,2023-02-01,2023,N,U,Y,12406.0,0.0,12406.0,9051.0,757.0,9808.0,648260.0,1436684.0,1348501.0,88183.0,,4052.0,1811.0,4061.0,1384.0,111.0,,,
WI,Wisconsin,202303,2023-03-01,2023,N,U,Y,13877.0,0.0,13877.0,9847.0,657.0,10504.0,650685.0,1443310.0,1363102.0,80208.0,,4074.0,2279.0,3650.0,936.0,79.0,249172.0,5.0,0.1
WI,Wisconsin,202304,2023-04-01,2023,N,U,Y,12925.0,0.0,12925.0,8785.0,539.0,9324.0,653235.0,1449795.0,1368990.0,80805.0,,3935.0,1929.0,3166.0,1001.0,93.0,213111.0,8.0,0.13
WI,Wisconsin,202305,2023-05-01,2023,N,U,Y,16516.0,0.0,16516.0,10162.0,680.0,10842.0,656017.0,1456835.0,1375766.0,81069.0,,4752.0,2399.0,3756.0,1285.0,137.0,245149.0,6.0,0.08
WI,Wisconsin,202306,2023-06-01,2023,N,U,Y,15951.0,0.0,15951.0,10569.0,652.0,11221.0,656985.0,1457504.0,1376245.0,81259.0,,4317.0,2754.0,4275.0,1351.0,92.0,270265.0,15.0,0.183
WI,Wisconsin,202307,2023-07-01,2023,N,U,Y,16191.0,0.0,16191.0,10319.0,688.0,11007.0,646657.0,1434591.0,1359157.0,75434.0,,86.0,2695.0,4200.0,1804.0,139.0,256658.0,17.0,0.211
WI,Wisconsin,202308,2023-08-01,2023,N,U,Y,19638.0,0.0,19638.0,12774.0,856.0,13630.0,635529.0,1409755.0,1340202.0,69553.0,,5131.0,3568.0,5316.0,1621.0,152.0,283612.0,12.0,0.166
WI,Wisconsin,202309,2023-09-01,2023,N,U,Y,18135.0,0.0,18135.0,12169.0,837.0,13006.0,627543.0,1385315.0,1318231.0,67084.0,,4908.0,2860.0,5418.0,1692.0,136.0,261887.0,11.0,0.164
WI,Wisconsin,202310,2023-10-01,2023,N,U,Y,20896.0,0.0,20896.0,13727.0,1023.0,14750.0,622216.0,1369528.0,1302456.0,67072.0,,6110.0,3273.0,5265.0,1984.0,167.0,262617.0,6.0,0.091
WI,Wisconsin,202311,2023-11-01,2023,N,U,Y,20270.0,0.0,20270.0,14217.0,1233.0,15450.0,616319.0,1355061.0,1287988.0,67073.0,,6204.0,4907.0,6661.0,1847.0,172.0,245350.0,7.0,0.108
WI,Wisconsin,202312,2023-12-01,2023,N,U,Y,19091.0,0.0,19091.0,15788.0,1821.0,17609.0,609928.0,1337200.0,1270188.0,67012.0,,5512.0,5217.0,11132.0,3368.0,307.0,235666.0,9.0,0.144
WI,Wisconsin,202401,2024-01-01,2024,N,U,Y,23985.0,0.0,23985.0,18271.0,1994.0,20265.0,606534.0,1324491.0,1256611.0,67880.0,,6720.0,4726.0,10711.0,6268.0,814.0,311395.0,13.0,0.189
WI,Wisconsin,202402,2024-02-01,2024,N,U,Y,21077.0,0.0,21077.0,13212.0,1116.0,14328.0,601673.0,1302876.0,1233892.0,68984.0,,5715.0,3370.0,6587.0,2747.0,472.0,269567.0,8.0,0.124
WI,Wisconsin,202403,2024-03-01,2024,N,U,Y,21618.0,0.0,21618.0,14115.0,1063.0,15178.0,593442.0,1272287.0,1203722.0,68565.0,,6298.0,3600.0,6351.0,1892.0,217.0,247021.0,7.0,0.1
WI,Wisconsin,202404,2024-04-01,2024,N,U,Y,23419.0,0.0,23419.0,15707.0,1100.0,16807.0,584931.0,1250485.0,1177234.0,73251.0,,7350.0,3765.0,6766.0,2274.0,209.0,262352.0,5.0,0.074
WI,Wisconsin,202405,2024-05-01,2024,N,U,Y,22247.0,0.0,22247.0,14815.0,1145.0,15960.0,576288.0,1230346.0,1154564.0,75782.0,,6945.0,3705.0,6694.0,1946.0,150.0,251612.0,5.0,0.075
WI,Wisconsin,202406,2024-06-01,2024,N,U,Y,21295.0,0.0,21295.0,13652.0,899.0,14551.0,567145.0,1213972.0,1137536.0,76436.0,,6283.0,3518.0,5706.0,1783.0,130.0,243439.0,6.0,0.1
WI,Wisconsin,202407,2024-07-01,2024,N,U,Y,23810.0,0.0,23810.0,15717.0,1024.0,16741.0,567960.0,1202371.0,1125237.0,77134.0,634411.0,6781.0,3876.0,6659.0,2361.0,152.0,274051.0,6.0,0.106
WI,Wisconsin,202408,2024-08-01,2024,N,U,Y,23897.0,0.0,23897.0,15433.0,1120.0,16553.0,568925.0,1201279.0,1124142.0,77137.0,632354.0,6946.0,4014.0,6666.0,1857.0,151.0,282686.0,9.0,0.15
WI,Wisconsin,202409,2024-09-01,2024,N,U,Y,22345.0,0.0,22345.0,14910.0,1138.0,16048.0,567121.0,1199092.0,1121753.0,77339.0,631971.0,6124.0,3716.0,6516.0,2535.0,151.0,281029.0,12.0,0.186
WI,Wisconsin,202410,2024-10-01,2024,N,U,Y,24643.0,0.0,24643.0,16119.0,1082.0,17201.0,565832.0,1197355.0,1118936.0,78419.0,631523.0,7104.0,4104.0,7112.0,2241.0,225.0,299335.0,10.0,0.139
WI,Wisconsin,202411,2024-11-01,2024,N,U,Y,22800.0,0.0,22800.0,15492.0,1261.0,16753.0,565483.0,1197555.0,1117746.0,79809.0,632072.0,6409.0,5773.0,7242.0,2205.0,183.0,259693.0,12.0,0.149
WI,Wisconsin,202412,2024-12-01,2024,N,U,Y,22151.0,0.0,22151.0,18282.0,1990.0,20272.0,563803.0,1197988.0,1117012.0,80976.0,634185.0,6212.0,6137.0,12073.0,4911.0,485.0,246424.0,15.0,0.167
WI,Wisconsin,202501,2025-01-01,2025,N,U,Y,26643.0,0.0,26643.0,20443.0,1896.0,22339.0,562690.0,1195211.0,1112962.0,82249.0,632521.0,7231.0,5145.0,13047.0,6346.0,153.0,315737.0,17.0,0.205
